VariableDesc,QNum,VarName
 4.5 Where did you attend ANC?  - District Hospital                                                                                  ,q4_5_2,Mother_ANC_Where_District_Hospital
 4.5 Where did you attend ANC?  - Health centre                                                                                      ,q4_5_3,Mother_ANC_Where_Health_centre
 4.5 Where did you attend ANC?  - Village (Mobile clinic of Health Centre)                                                           ,q4_5_4,Mother_ANC_Where_Village_mobile_clinic
 4.5 Where did you attend ANC?  -  Private clinic                                                                                    ,q4_5_5,Mother_ANC_Where_Private_clinic
 4.5 Where did you attend ANC?  - TBA                                                                                                ,q4_5_6,Mother_ANC_Where_TBA
 4.5 Where did you attend ANC?  - Other (explain) _____________________                                                              ,q4_5_7,Mother_ANC_Where_Other
 4.5 other specify                                                                                                                   ,q4_5_other,Mother_ANC_Where_Other_specify
 4.6 Were you informed of any risk attached to your pregnancy?                                                                       ,q4_6,Mother_Informed_of_Pregnancy_Risk
 4.7 Did you receive TT immunization before or during your pregnancy?                                                                ,q4_7,Mother_TT_immun_before_or_during_pregnancy
TT1                                                                                                                                  ,q4_7_1,Mother_TT_immun_Card1
TT2                                                                                                                                  ,q4_7_2,Mother_TT_immun_Card2
TT3                                                                                                                                  ,q4_7_3,Mother_TT_immun_Card3
TT4                                                                                                                                  ,q4_7_4,Mother_TT_immun_Card4
TT5                                                                                                                                  ,q4_7_5,Mother_TT_immun_Card5
4.7.card.1 Did you receive TT 1 immunization before or during your pregnancy?_Date                                                   ,q4_7_card_1,Mother_TT_immun_preg_Card_Date
4.7.card.2 Did you receive TT2  immunization before or during your pregnancy?_Date                                                   ,q4_7_card_2,Mother_TT_immun_preg_Card_Date
4.7.card.3 Did you receive TT3  immunization before or during your pregnancy?_Date                                                   ,q4_7_card_3,Mother_TT_immun_preg_Card_Date
4.7.card.4 Did you receive TT4  immunization before or during your pregnancy?_Date                                                   ,q4_7_card_4,Mother_TT_immun_preg_Card_Date
4.7.card.5  Did you receive TT5  immunization before or during your pregnancy?_Date                                                  ,q4_7_card_5,Mother_TT_immun_preg_Card_Date
4.8Was the blood pressure measured?                                                                                                  ,q4_8,Mother_Blood_pressure_measured
4.8 Was the ferrous and folic acid tablet given?                                                                                     ,q4_9,Mother_Ferrous_and_folic_acid
4.10 Did you pay by yourself for ANCs?                                                                                               ,q4_10,Mother_OOP_ANCs
4.11 drugs/supplies in hospital                                                                                                      ,q4_11_1,Mother_Pay_drugs_suppliesinhospital
4.11 drugs/supplies outside hospital                                                                                                 ,q4_11_2,Mother_Pay_drugs_suppliesoutsidehospital
4.11 service charge                                                                                                                  ,q4_11_3,Mother_Pay_servicecharge
"4.11 others, specify                                                                                                               ",q4_11_4,Mother_Pay_others
4.11 Average amount                                                                                                                  ,q4_11_5,Mother_Pay_Averageamount
4.11 Other                                                                                                                           ,q4_11_other,Mother_Pay_Other
 4.12 Have you heard about free maternal health service for pregnant women in Sekong?                                                ,q4_12a,Mother_Sekong_Free_Health_Know
" 4.12 (B)If yes, who can have access to these free services                                                                        ",q4_12b,Mother_Sekong_Free_Health_Can_access
" 4.13 What do you think, which services are free? (only one answer)                                                                ",q4_13,Mother_Sekong_Free_Health_Believes_free
  4.14At what level? (possible multiple answers)  - HC                                                                               ,q4_14_1,Mother_Sekong_Free_Health_Believes_free_at_HC_level
  4.14At what level? (possible multiple answers)  - DH                                                                               ,q4_14_2,Mother_Sekong_Free_Health_Believes_free_at_level_DH
  4.14At what level? (possible multiple answers)  - PH                                                                               ,q4_14_3,Mother_Sekong_Free_Health_Believes_free_at_level_PH
  4.14At what level? (possible multiple answers)  - NH                                                                               ,q4_14_4,Mother_Sekong_Free_Health_Believes_free_at_level_NH
  4.14At what level? (possible multiple answers)  - Don’t know                                                                       ,q4_14_5,Mother_Sekong_Free_Health_Believes_free_at_level_Dont_know
  4.15Where did you get the information about free servic... - Head of village                                                       ,q4_15_1,Mother_Sekong_Free_Health_Info_source_Head_of_village
  4.15Where did you get the information about free servic... - Village health volunteer                                              ,q4_15_2,Mother_Sekong_Free_Health_Info_source_Village_health_volunteer
  4.15Where did you get the information about free servic... - Health center/Hospital staff                                          ,q4_15_3,Mother_Sekong_Free_Health_Info_source_Health_center_staff
  4.15Where did you get the information about free servic... - Family/Friends                                                        ,q4_15_4,Mother_Sekong_Free_Health_Info_source_Family_friends
  4.15 Where did you get the information about free servic... - Others:__________                                                    ,q4_15_5,Mother_Sekong_Free_Health_Info_source_Others
 4.15 Other specify                                                                                                                  ,q4_15_other,Mother_Sekong_Free_Health_Info_source_Others_specify
 4.16 Where did you give birth? (only one answer)                                                                                    ,q4_16,Mother_Birth_facility_type
 4.16 other specify                                                                                                                  ,q4_16_other,Mother_Birth_facility_other_specify
 4.16 Province Hospital                                                                                                              ,q4_16_pro,Mother_Birth_facility_Province_Hospital
 4.16 District Hospital                                                                                                              ,q4_16_district,Mother_Birth_facility_District_Hospital
 4.16 Health Center                                                                                                                  ,q4_16_hc,Mother_Birth_facility_Health_Center
4.16 Where did you give birth? (only one answer)_Found in report or not?                                                             ,q4_16_report,Mother_Birth_facility_Report_found
4.16 Name of Facility                                                                                                                ,q4_16_Name_report,Mother_Birth_report_facility_Name
4.17 What type of services was it?_From HF records                                                                                   ,q4_17_report,Mother_Birth_report_facility_type_From_HF_records
"4.20 If at hospital, did you receive food allowance?_...                                                                           ",q4_20_report,Mother_Birth_report_Food_allowance_Recieved
"4.21 If yes, how much?_From Facility Record                                                                                        ",q4_21_report,Mother_Birth_report_Food_allowance_Amount
"4.25 If delivery was at hospital, for patient living >3...                                                                         ",q4_25_report,Mother_Birth_report_Delivery_was_at_hospital_more_3k
4_26 Allowance in LAK                                                                                                                ,q4_26_report,Mother_Birth_report_Transportation_allowance
4.17 What type of services was it?                                                                                                   ,q4_17,Mother_Birth_Status
 4.18 How much did you pay for the delivery in kips?                                                                                 ,q4_18,Mother_Birth_Cost_delivery
drugs/supplies in hospital                                                                                                           ,q4_19,Mother_Birth_Cost_delivery_Drugs_supplies_in_hospital
drugs/supplies outside hospital                                                                                                      ,q4_19_2,Mother_Birth_Cost_drugs_supplies_outside_hospital
service charge                                                                                                                       ,q4_19_3,Mother_Birth_Cost_service_charge
"others, specify:_________                                                                                                          ",q4_19_4,Mother_Birth_Cost_others_specify
All Average amount:                                                                                                                  ,q4_19_5,Mother_Birth_Cost_Average_amount
 4.19 other specify                                                                                                                  ,q4_19_other,Mother_Birth_Cost_otherspecify
" 4.20 If at hospital, did you receive food allowance?                                                                              ",q4_20,Mother_Birth_Hospital_Food_allowance
" 4.21 If yes, how much?                                                                                                            ",q4_21,Mother_Birth_Hospital_Food_allowance_Amount
 4.22 Allowance receipt voucher available?                                                                                           ,q4_22,Mother_Birth_Hospital_Food_allowance_Have_voucher
 4.23 Did you receive food allowance daily?                                                                                          ,q4_23,Mother_Birth_Hospital_Food_allowance_Daily
 4.23 other specify                                                                                                                  ,q4_23_other,Mother_Birth_Hospital_Food_allowance_Other
" 4.25 If delivery was at hospital, for patient living >3km fro...                                                                  ",q4_25,Mother_Birth_Delivery_was_at_hospital_more_3k
 4.26 Allowance in LAK                                                                                                               ,q4_26,Mother_Birth_Transportation_allowance
 4.27 Transport receipt voucher available?                                                                                           ,q4_27,Mother_Birth_Transportation_allowance_Have_voucher
 4.29Who assisted you to give birth? (possible multiple a... - Doctor                                                                ,q4_29_1,Mother_Birth_Assistant_Doctor
 4.29Who assisted you to give birth? (possible multiple a... -  Midwife (pink blouse)                                                ,q4_29_2,Mother_Birth_Assistant_Midwife
 4.29Who assisted you to give birth? (possible multiple a... - Nurse (white blouse)                                                  ,q4_29_3,Mother_Birth_Assistant_Nurse
 4.29Who assisted you to give birth? (possible multiple a... - TBA                                                                   ,q4_29_4,Mother_Birth_Assistant_TBA
 4.29Who assisted you to give birth? (possible multiple a... - Family member                                                         ,q4_29_5,Mother_Birth_Assistant_Family_member
 4.29Who assisted you to give birth? (possible multiple a... - Nobody                                                                ,q4_29_6,Mother_Birth_Assistant_Nobody
 4.29Who assisted you to give birth? (possible multiple a... - Other (explain) ________________________                              ,q4_29_7,Mother_Birth_Assistant_Other
  4.29 other specify                                                                                                                 ,q4_29_other,Mother_Birth_Assistant_other_specify
 4.30Which medical services did you receive? -  anamnesis                                                                            ,q4_30_1,Mother_Birth_Recieved_medical_services_anamnesis
 4.30Which medical services did you receive? -   weight/height measurement                                                           ,q4_30_2,Mother_Birth_Recieved_medical_services_weight_heightmeasurement
 4.30Which medical services did you receive? -   body touch and palpation                                                            ,q4_30_3,Mother_Birth_Recieved_medical_services_bodytouchandpalpation
 4.30Which medical services did you receive? -   blood pressure measurement                                                          ,q4_30_4,Mother_Birth_Recieved_medical_services_bloodpressuremeasurement
 4.30Which medical services did you receive? -   lung and heart stethoscope                                                          ,q4_30_5,Mother_Birth_Recieved_medical_services_lungandheartstethoscope
" 4.30Which medical services did you receive? -   Others, specify:_______________                                                   ",q4_30_6,Mother_Birth_Recieved_medical_services_Others
 4.30Which medical services did you receive? -   no service                                                                          ,q4_30_7,Mother_Birth_Recieved_medical_services_noservice
 4.30 other specify                                                                                                                  ,q4_30_other,Mother_Birth_Recieved_medical_services_Other_specify
 4.31 Did you wait for long?                                                                                                         ,q4_31,Mother_Birth_Wait_long
 4.31 How long ..#minutes                                                                                                            ,q4_31_time,Mother_Birth_Wait_time
 4.31 Reason                                                                                                                         ,q4_31_reasonENG,Mother_Birth_Wait_Reason
 4_32 How many infusions did you receive?                                                                                            ,q4_32,Mother_Birth_Num_infusions
 4_33 Did Doctor visit you? How many times?                                                                                          ,q4_33,Mother_Num_Doctor_Visits
 4_34 How long after birth did you start breast feeding?                                                                             ,q4_34,Mother_Breast_feed_time
 4.35 How long after birth did you go back home after delivery?                                                                      ,q4_35,Mother_Time_retur_after_delivery
 4.36 Did you receive VitA after giving birth?                                                                                       ,q4_36,Mother_Recieved_VitA
 4.36 Did you receive VitA after giving birth? other specify                                                                         ,q4_36_other,Mother_Recieved_VitA_other_specify
 4.37 Did you receive VitA after giving birth? (red capsule)                                                                         ,q4_37,Mother_Recieved_VitA_red_capsule
 4.38.1 Have you had a Postnatal consultation after your return home? How many days after delivery?                                  ,q4_38_1,Mother_Postnatal_consultation_N_days_after_delivery_1
 4.38.2 Have you had a Postnatal consultation after your return home? How many days after delivery?                                  ,q4_38_2,Mother_Postnatal_consultation_N_days_after_delivery_2
 4.39 Where did you attend Postnatal consultations? - Provincial Hospital                                                            ,q4_39_1,Mother_Postnatal_consultation_Location_Provincial_hospital
 4.39 Where did you attend Postnatal consultations? -  District hospital                                                             ,q4_39_2,Mother_Postnatal_consultation_Location_District_hospital
 4.39 Where did you attend Postnatal consultations? -  Health center                                                                 ,q4_39_3,Mother_Postnatal_consultation_Location_Health_center
 4.39 Where did you attend Postnatal consultations? -  Village (outreach of health center)                                           ,q4_39_4,Mother_Postnatal_consultation_Location_Village_outreach
 4.39 Where did you attend Postnatal consultations? -  TBA                                                                           ,q4_39_5,Mother_Postnatal_consultation_Location_TBA
 4.39 Where did you attend Postnatal consultations? -  Nurse/Private clinic                                                          ,q4_39_6,Mother_Postnatal_consultation_Location_Nurse_Private_clinic
 4.39 Where did you attend Postnatal consultations? -  Village visit                                                                 ,q4_39_7,Mother_Postnatal_consultation_Location_Villagevisit
 4.39 Where did you attend Postnatal consultations? - Other: explain                                                                 ,q4_39_8,Mother_Postnatal_consultation_Location_Other
 4.39 other specify                                                                                                                  ,q4_39_other,Mother_Postnatal_consultation_Location_Other_specify
 4.40 Did you find the postnatal consultations helpful and appropriate?                                                              ,q4_40,Mother_Postnatal_consultation_Helpfull
 4.40 Did you find the postnatal consultations helpful and appropriate? other specify                                                ,q4_40_other,Mother_Postnatal_consultation_Helpfull_other
 4.41 Are you currently using a family planning method?                                                                              ,q4_41,Mother_Familily_planning_Using
 4.41 Are you currently using a family planning method? other                                                                        ,q4_41_other,Mother_Familily_planning_Using_other
 4.42 Only if 1 at 4.41 was it a surprise to be pregnant or was it planned?                                                          ,q4_42,Mother_Familily_planning_Surprise
 4.43 Only if 2 at 4.41 do you want to be pregnant again right now?                                                                  ,q4_43,Mother_Familily_planning_Want_child
 4.44 How long after delivery did you start family planning?                                                                         ,q4_44,Mother_Familily_planning_Time_from_delivery
 4.45  Where do you get family planning service? -  Provincial Hospital                                                              ,q4_45_1,Mother_Family_planning_Location_Provincial_Hospital
 4.45  Where do you get family planning service? -  District hospital                                                                ,q4_45_2,Mother_Family_planning_Location_District_hospital
 4.45  Where do you get family planning service? -  Health centre                                                                    ,q4_45_3,Mother_Family_planning_Location_Health_centre
 4.45  Where do you get family planning service? -  Village volunteer                                                                ,q4_45_4,Mother_Family_planning_Location_Village_volunteer
 4.45  Where do you get family planning service? -  Private Pharmacy 3                                                               ,q4_45_5,Mother_Family_planning_Location_Private_Pharmacy
 4.45  Where do you get family planning service? -  Other (explain): ________                                                        ,q4_45_6,Mother_Family_planning_Location_Other
 4.45 other specify                                                                                                                  ,q4_45_other,Mother_Family_planning_Location_Other_specify
5.1 Birth date of this child?_Birth date                                                                                             ,q5_1_1,Mother_Child_Birth_Date
5.1 Birth date of this child?_Number of month                                                                                        ,q5_1_2,Mother_Child_Birth_Date_month
  5.2 Gender of this child?                                                                                                          ,q5_2,Mother_Child_Gender
  5.3 Is this child already registered at the district of...                                                                         ,q5_3,Mother_Child_Registered_at_district
" 5.4 Last night, did this child sleep under a mosquito net?                                                                        ",q5_4,Mother_Child_Mosquito_net_last_night
  5.5 Do you have the monitoring (yellow) card or booklet...                                                                         ,q5_5,Mother_Child_Have_monitoring_booklet
BCG                                                                                                                                  ,q5_6_1_1,Mother_Child_Immu_BCG
HepB0                                                                                                                                ,q5_6_1_2,Mother_Child_Immu_HepB0
DPT-HepB-Hib1                                                                                                                        ,q5_6_1_3,Mother_Child_Immu_DPT-HepB-Hib1
OPV olio1                                                                                                                            ,q5_6_1_4,Mother_Child_Immu_OPV_olio1
DPTHepB-Hib2                                                                                                                         ,q5_6_1_5,Mother_Child_Immu_DPTHepB-Hib2
OPV Polio2                                                                                                                           ,q5_6_1_6,Mother_Child_Immu_OPV_Polio2
DPT-HepB-Hib3                                                                                                                        ,q5_6_1_7,Mother_Child_Immu_DPT-HepB-Hib3
OPV Polio3                                                                                                                           ,q5_6_1_8,Mother_Child_Immu_PV_Polio3
MR 9-11                                                                                                                              ,q5_6_1_9,Mother_Child_Immu_MR_9-11
MR 12-23                                                                                                                             ,q5_6_1_10,Mother_Child_Immu_MR_12-23
BCG date?                                                                                                                            ,q5_6_2_1,Mother_Child_Immu_BCG_date
HepB0 date?                                                                                                                          ,q5_6_2_2,Mother_Child_Immu_HepB0_date
DPT-HepB-Hib1 date?                                                                                                                  ,q5_6_2_3,Mother_Child_Immu_Date_DPT-HepB-Hib1
OPV olio1 date?                                                                                                                      ,q5_6_2_4,Mother_Child_Immu_Date_OPV_olio1
DPTHepB-Hib2 date?                                                                                                                   ,q5_6_2_5,Mother_Child_Immu_Date_DPTHepB-Hib2
OPV Polio2 date?                                                                                                                     ,q5_6_2_6,Mother_Child_Immu_Date_OPV_Polio2
DPT-HepB-Hib3 date?                                                                                                                  ,q5_6_2_7,Mother_Child_Immu_Date_DPT-HepB-Hib3
OPV Polio3 date?                                                                                                                     ,q5_6_2_8,Mother_Child_Immu_Date_OPV_Polio3
MR 9-11 date?                                                                                                                        ,q5_6_2_9,Mother_Child_Immu_Date_MR_9-11
MR 12-23 date?                                                                                                                       ,q5_6_2_10,Mother_Child_Immu_Date_MR_12-23
Vitamin A                                                                                                                            ,q5_7_1_1,Mother_Child_Vitamin_A
Mebendazole                                                                                                                          ,q5_7_1_2,Mother_Child_Mebendazole
Vitamin A date?                                                                                                                      ,q5_7_2_1,Mother_Child_Vitamin_A_Date
Mebendazole date?                                                                                                                    ,q5_7_2_2,Mother_Child_Mebendazole_Date
 5.8 In the last 12 months how many times was this child checked for growth monitoring (weighted)                                    ,q5_8_1,Mother_Child_Growth_monitoring_12_months
 5.9 Is this child still breastfeeding every day?                                                                                    ,q5_9,Mother_Child_Still_breastfeeding
5.10 How old was your child when you started to give him some food apart from breast milk?                                           ,q5_10,Mother_Child_Age_Other_food
5.10 How old was your child when you started to give him some food apart from breast milk? months                                    ,q5_10_months,Mother_Child_Age_Other_food_Months
 5.11 Which of these foods did the child received in the ... -  Nothing at all apart from breast feeding                             ,q5_11_1,Mother_Child_Other_food_Nothing_apart_breast_feeding
 5.11 Which of these foods did the child received in the ... -  Bottle milk/infant formula/cerelac                                   ,q5_11_2,Mother_Child_Other_food_Bottle
 5.11 Which of these foods did the child received in the ... -  Rice/Soft rice/noodles                                               ,q5_11_3,Mother_Child_Other_food_Rice
 5.11 Which of these foods did the child received in the ... -  Soft fruits or fruit juice                                           ,q5_11_4,Mother_Child_Other_food_Soft_fruits
 5.11 Which of these foods did the child received in the ... -  Soft meat/fish or meat/fish juice                                    ,q5_11_5,Mother_Child_Other_food_Soft_meat/fish
 5.11 Which of these foods did the child received in the ... -  Vegetables                                                           ,q5_11_6,Mother_Child_Other_food_Vegetables
" 5.11 Which of these foods did the child received in the ... -  No, breast feeding                                                   ",q5_11_7,Mother_Child_Other_food_No
 5.11 Which of these foods did the child received in the ... -  Other?: _______________________                                      ,q5_11_8,Mother_Child_Other_food_Other
 5.11 other specify                                                                                                                  ,q5_11_other,Mother_Child_Other_food_Other_specify
  5.12 What happened with the last faeces of this child?                                                                             ,q5_12,Mother_Child_Feces
 5.12 other specify                                                                                                                  ,q5_12_other,Mother_Child_Feces_Other_specify
 5.13 When was the last time this child was sick with dia...                                                                         ,q5_13,Mother_Child_Last_diarhea
  5.14 Where was the child treated for diarrhea first?                                                                               ,q5_14,Mother_Child_Last_diarhea_First_Treatment
  5.14 other specify                                                                                                                 ,q5_14_other,Mother_Child_Last_diarhea_First_Treatment_other_specify
  5.15 Did this child receive IV treatment for this diarr...                                                                         ,q5_15,Mother_Child_Last_diarhea_Received_IV
 5.16 Did this child receive any ORS against this diarrhea?                                                                          ,q5_16,Mother_Child_Last_diarhea_Received_ORS
 5.17 Did you find the service helpful and appropriate?                                                                              ,q5_17,Mother_Child_Last_diarhea_Received_Helpful
 5.17 Reason                                                                                                                         ,q5_17_reasonENG,Mother_Child_Last_diarhea_Received_Helpful_Reason
 5.18 How much did you (family) pay in total for the trea...                                                                         ,q5_18,Mother_Child_Last_diarhea_Cost
 5.19 Did you continue feeding this child while he had di...                                                                         ,q5_19,Mother_Child_Last_diarhea_Continue_feeding
 5.20 When was the last time this child had a respiratory...                                                                         ,q5_20,Mother_Child_Last_respiratory
 5.21 Where did you seek treatment first?                                                                                            ,q5_21,Mother_Child_Last_respiratory_First_treatment
 5.21 Where did you seek treatment first? Reason                                                                                     ,q5_21_reasonENG,Mother_Child_Last_respiratory_First_treatment_Reason
 5.22 Did you find the service helpful and appropriate?                                                                              ,q5_22,Mother_Child_Last_respiratory_First_treatment_Helpful
 5.22 Did you find the service helpful and appropriate? Reason                                                                       ,q5_22_reasonENG,Mother_Child_Last_respiratory_First_treatment_Helpful_Reason
 5.23 How much did you pay for the treatment in kips?                                                                                ,q5_23,Mother_Child_Last_respiratory_First_treatment_Cost
 5.24 When was the last time this child was sick with fev...                                                                         ,q5_24,Mother_Child_Last_fever
 5.25 Where did you seek treatment for fever first?                                                                                  ,q5_25,Mother_Child_Last_fever_First_treatment
 5.25 Reason                                                                                                                         ,q5_28_other,Mother_Child_Last_fever_First_treatment_Reason
 5.26 Was this child checked with rapid malaria test (exp...                                                                         ,q5_26,Mother_Child_Last_fever_First_treatment_Malaria_test
  5.27 Did you find the service helpful and appropriate?                                                                             ,q5_27,Mother_Child_Last_fever_First_treatment_Helpful
 5.27 Reason                                                                                                                         ,q5_27_reasonENG,Mother_Child_Last_fever_First_treatment_Helpful_Reason
 5.28 How much did you pay for the treatment in kips?                                                                                ,q5_28,Mother_Child_Last_fever_First_treatment_Cost
" 6.1 During a pregnancy, what are the signs that should m... - High fever                                                            ",q6_1_1,Mother_Risk_awareness_Pregnancy_High_fever
" 6.1 During a pregnancy, what are the signs that should m... -  Persistent vomiting                                                  ",q6_1_2,Mother_Risk_awareness_Pregnancy_Persistent_vomiting
" 6.1 During a pregnancy, what are the signs that should m... -  Severe abdominal pain                                                ",q6_1_3,Mother_Risk_awareness_Pregnancy_Severe_abdominal_pain
" 6.1 During a pregnancy, what are the signs that should m... -  Painful/burning when urinate                                         ",q6_1_4,Mother_Risk_awareness_Pregnancy_Painful/burning_when_urinate
" 6.1 During a pregnancy, what are the signs that should m... -  Dizziness, blurred vision                                            ",q6_1_5,Mother_Risk_awareness_Pregnancy_Dizziness_blurred_vision
" 6.1 During a pregnancy, what are the signs that should m... -  Severe headache                                                      ",q6_1_6,Mother_Risk_awareness_Pregnancy_Severe_headache
" 6.1 During a pregnancy, what are the signs that should m... -  Swelling of hands/face/legs                                          ",q6_1_7,Mother_Risk_awareness_Pregnancy_Swelling_of_hands/face/legs
" 6.1 During a pregnancy, what are the signs that should m... -  Foetal movement reducing or stopped                                  ",q6_1_8,Mother_Risk_awareness_Pregnancy_Foetal_movement_reducing_or_stopped
" 6.1 During a pregnancy, what are the signs that should m... -  Loss of water from vagina                                            ",q6_1_9,Mother_Risk_awareness_Pregnancy_Loss_of_water_from_vagina
" 6.1 During a pregnancy, what are the signs that should m... -  Bleeding from vagina                                                 ",q6_1_10,Mother_Risk_awareness_Pregnancy_Bleeding_from_vagina
" 6.1 During a pregnancy, what are the signs that should m... -  Premature uterus contractions                                        ",q6_1_11,Mother_Risk_awareness_Pregnancy_Premature_uterus_contractions
" 6.1 During a pregnancy, what are the signs that should m... -  Itching/burning in vagina and/or vaginal sores or discharge          ",q6_1_12,Mother_Risk_awareness_Pregnancy_Itching/burning_in_vagina_and/or_vaginal_sores_or_discharge
" 6.1 During a pregnancy, what are the signs that should m... -  None of listed above                                                 ",q6_1_13,Mother_Risk_awareness_Pregnancy_None_of_listed_above
 6.2 How can one prevent the transmission diarrheal disea... - Wash hands                                                            ,q6_2_1,Mother_Risk_awareness_Diarrheal_prevention_Wash_hands
 6.2 How can one prevent the transmission diarrheal disea... -  Protect food from flies                                              ,q6_2_2,Mother_Risk_awareness_Diarrheal_prevention_Protect_food_from_flies
 6.2 How can one prevent the transmission diarrheal disea... -  Always use latrines                                                  ,q6_2_3,Mother_Risk_awareness_Diarrheal_prevention_Always_use_latrines
 6.2 How can one prevent the transmission diarrheal disea... -  Throw faeces of baby in the latrines/burry in soil                   ,q6_2_4,Mother_Risk_awareness_Diarrheal_prevention_Dispose_of_baby_feces
" 6.2 How can one prevent the transmission diarrheal disea... -  Wash raw food such as fruits, vegetables?                            ",q6_2_5,Mother_Risk_awareness_Diarrheal_prevention_Wash_raw_food
 6.2 How can one prevent the transmission diarrheal disea... - None of listed above                                                  ,q6_2_6,Mother_Risk_awareness_Diarrheal_prevention_None_of_the_above
  6.3 What can be done at home to improve the condition o... - Continue feeding little by little                                     ,q6_3_1,Mother_Risk_awareness_Diarrheal_treatment_Continue_feeding
  6.3 What can be done at home to improve the condition o... -  Drink more fluid little by little                                    ,q6_3_2,Mother_Risk_awareness_Diarrheal_treatment_Drink_more_fluid
  6.3 What can be done at home to improve the condition o... -  Drink ORS little by little                                           ,q6_3_3,Mother_Risk_awareness_Diarrheal_treatment_Drink_ORS
  6.3 What can be done at home to improve the condition o... -  Eat soft rice porridge                                               ,q6_3_4,Mother_Risk_awareness_Diarrheal_treatment_Eat_soft_rice_porridge
  6.3 What can be done at home to improve the condition o... -  Drink herbal tea (guava leaves …)?                                   ,q6_3_5,Mother_Risk_awareness_Diarrheal_treatment_Drink_herbal_tea
  6.3 What can be done at home to improve the condition o... -  None of listed above                                                 ,q6_3_6,Mother_Risk_awareness_Diarrheal_treatment_None_of_the_above
" 6.4 For a young child with diarrhea, what are the signs ... - Sunken eyes                                                           ",q6_4_1,Mother_Risk_awareness_Dehydration_Sunken_eyes
" 6.4 For a young child with diarrhea, what are the signs ... -  Dry mouth                                                            ",q6_4_2,Mother_Risk_awareness_Dehydration_Dry_mouth
" 6.4 For a young child with diarrhea, what are the signs ... -  No or very dark urine                                                ",q6_4_3,Mother_Risk_awareness_Dehydration_No_or_very_dark_urine
" 6.4 For a young child with diarrhea, what are the signs ... -  Confusion                                                            ",q6_4_4,Mother_Risk_awareness_Dehydration_Confusion
" 6.4 For a young child with diarrhea, what are the signs ... -  Skin fold                                                            ",q6_4_5,Mother_Risk_awareness_Dehydration_Skin_fold
" 6.4 For a young child with diarrhea, what are the signs ... -  Over several days?                                                   ",q6_4_6,Mother_Risk_awareness_Dehydration_Over_several_days?
" 6.4 For a young child with diarrhea, what are the signs ... -  None of listed above                                                 ",q6_4_7,Mother_Risk_awareness_Dehydration_None_of_the_above
 6.5 How can one prevent the transmission of respiratory ... - Wash hands often                                                      ,q6_5_1,Mother_Risk_awareness_Respiratory_Wash_hands_often
 6.5 How can one prevent the transmission of respiratory ... -  Cough away from others                                               ,q6_5_2,Mother_Risk_awareness_Respiratory_Cough_away_from_others
 6.5 How can one prevent the transmission of respiratory ... -  Avoid exposure to fire smoke or dust                                 ,q6_5_3,Mother_Risk_awareness_Respiratory_Avoid_exposure_to_fire_smoke_or_dust
 6.5 How can one prevent the transmission of respiratory ... -  Drink warm water rather than chilled water?                          ,q6_5_4,Mother_Risk_awareness_Respiratory_Drink_warm_water
 6.5 How can one prevent the transmission of respiratory ... -  None of listed above                                                 ,q6_5_5,Mother_Risk_awareness_Respiratory_None_of_the_above
" 6.6 What can be done at home to improve the condition of... - Drink more fluid, warm                                                ",q6_6_1,"6.6Whatcanbedoneathometoimprovetheconditionof...-Drinkmorefluid,warm"
 6.6 What can be done at home to improve the condition of... -  Avoid exposure to fire smoke or dust                                 ,q6_6_2,6.6Whatcanbedoneathometoimprovetheconditionof...-Avoidexposuretofiresmokeordust
 6.6 What can be done at home to improve the condition of... -  Eat soft food                                                        ,q6_6_3,6.6Whatcanbedoneathometoimprovetheconditionof...-Eatsoftfood
 6.6 What can be done at home to improve the condition of... -  none of listed above                                                 ,q6_6_4,6.6Whatcanbedoneathometoimprovetheconditionof...-noneoflistedabove
" 6.7 For a young child with coughing, what are the signs ... -  Fast breathing                                                       ",q6_7_1,"6.7Forayoungchildwithcoughing,whatarethesigns...-Fastbreathing"
" 6.7 For a young child with coughing, what are the signs ... -  Getting confused                                                     ",q6_7_2,"6.7Forayoungchildwithcoughing,whatarethesigns...-Gettingconfused"
" 6.7 For a young child with coughing, what are the signs ... -  Pinched nostrils                                                     ",q6_7_3,"6.7Forayoungchildwithcoughing,whatarethesigns...-Pinchednostrils"
" 6.7 For a young child with coughing, what are the signs ... -  High fever?                                                          ",q6_7_4,"6.7Forayoungchildwithcoughing,whatarethesigns...-Highfever?"
" 6.7 For a young child with coughing, what are the signs ... -  None of listed above                                                 ",q6_7_5,"6.7Forayoungchildwithcoughing,whatarethesigns...-Noneoflistedabove"
 7.1 (A)Have you heard about the Free HS for CU5 in Sekong?                                                                          ,q7_1_a,Free_HS_for_CU5_in_Sekong_Known
" 7.1 (B)If yes, who can have access to these services?                                                                               ",q7_1_b,Free_HS_for_CU5_in_Sekong_Belive_can_access
" 7.2 What do you think, which services are free? -  Preventive services (immunization, baby check up)                                ",q7_2_1,Free_HS_for_CU5_in_Sekong_Includes_Preventive_services
" 7.2 What do you think, which services are free? -  Outpatient consultations                                                         ",q7_2_2,Free_HS_for_CU5_in_Sekong_Includes_Outpatient_consultations
" 7.2 What do you think, which services are free? -  Admissions                                                                       ",q7_2_3,Free_HS_for_CU5_in_Sekong_Includes_Admissions
" 7.2 What do you think, which services are free? -  Don’t know                                                                       ",q7_2_4,Free_HS_for_CU5_in_Sekong_Includes_Dontknow
